contributor,feat_num_activities,feat_num_activity_type,feat_repos,feat_owner,feat_ratio_owner_repo,consecutive_activity_time_mean,consecutive_activity_time_50%,consecutive_activity_time_std,consecutive_activity_time_gini,consecutive_activity_time_IQR,activity_per_repo_mean,activity_per_repo_50%,activity_per_repo_std,activity_per_repo_gini,activity_per_repo_IQR,activity_type_per_repo_mean,activity_type_per_repo_50%,activity_type_per_repo_std,activity_type_per_repo_gini,activity_type_per_repo_IQR,continuous_activity_repo_mean,continuous_activity_repo_50%,continuous_activity_repo_std,continuous_activity_repo_gini,continuous_activity_repo_IQR,time_spent_in_repo_mean,time_spent_in_repo_50%,time_spent_in_repo_std,time_spent_in_repo_gini,time_spent_in_repo_IQR,time_to_switch_repo_mean,time_to_switch_repo_50%,time_to_switch_repo_std,time_to_switch_repo_gini,time_to_switch_repo_IQR,time_to_switch_act_type_mean,time_to_switch_act_type_50%,time_to_switch_act_type_std,time_to_switch_act_type_gini,time_to_switch_act_type_IQR,activity_per_act_type_mean,activity_per_act_type_50%,activity_per_act_type_std,activity_per_act_type_gini,activity_per_act_type_IQR
warface-keys[bot],49,3,1,1,1.0,39.751,0.001,60.868,0.701,47.929,49.0,49.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,49.0,49.0,0.0,0.0,0.0,1908.034,1908.034,0.0,0.0,0.0,,,0.0,0.0,,38.073,0.001,60.406,0.715,41.949,16.333,23.0,11.547,0.272,10.0
spacemacsbot,100,2,4,2,0.5,14.456,0.014,85.981,0.967,0.029,25.0,22.5,23.166,0.43,35.0,1.0,1.0,0.0,0.0,0.0,1.724,1.0,1.348,0.327,1.0,2.112,0.0,12.202,0.911,0.009,22.959,0.016,112.326,0.956,0.034,14.669,0.001,68.562,0.949,0.021,50.0,50.0,55.154,0.39,39.0
grasci-arm,250,4,2,2,1.0,8.484,0.435,21.0,0.851,2.83,125.0,125.0,79.196,0.224,56.0,2.0,2.0,1.414,0.25,1.0,1.812,1.0,1.224,0.315,1.0,12.969,0.0,29.176,0.617,6.66,2.357,0.001,11.582,0.926,0.517,6.443,0.365,16.866,0.854,2.217,62.5,68.5,45.844,0.334,28.5
sailsbot,34,5,6,3,0.5,38.582,3.73,57.669,0.709,78.409,5.667,1.5,7.421,0.578,7.0,1.5,1.0,0.837,0.241,0.75,2.267,2.0,1.71,0.361,2.0,35.651,0.001,86.807,0.729,0.076,52.746,48.958,47.685,0.485,76.578,41.371,8.047,63.389,0.71,60.844,6.8,4.0,4.764,0.318,9.0
deepin-ci-robot,255,4,45,3,0.067,0.363,0.014,2.205,0.945,0.048,5.667,2.0,11.269,0.595,1.0,1.222,1.0,0.42,0.141,0.0,1.962,1.0,2.654,0.381,1.0,0.185,0.0,1.787,0.953,0.002,0.528,0.032,2.517,0.923,0.069,0.034,0.008,0.049,0.608,0.052,63.75,6.0,118.86,0.711,61.75
skalt,261,15,105,69,0.657,8.04,0.939,17.506,0.782,7.425,2.486,1.0,4.236,0.525,1.0,1.41,1.0,0.851,0.238,0.0,1.388,1.0,1.13,0.243,0.0,0.481,0.0,2.704,0.841,0.0,10.694,1.778,19.919,0.73,17.673,9.675,1.025,20.481,0.773,13.492,17.4,6.0,29.844,0.684,11.5
parlough,218,10,12,3,0.25,1.208,0.005,4.924,0.93,0.098,18.167,10.0,23.463,0.541,4.25,4.833,4.5,2.406,0.261,2.0,3.46,2.0,3.267,0.441,3.0,0.758,0.002,2.702,0.889,0.042,3.458,0.077,8.476,0.857,1.334,0.987,0.004,3.908,0.926,0.097,21.8,19.0,15.901,0.389,26.75
gafusion-bot,300,2,1,1,1.0,4.068,0.021,10.063,0.865,0.983,300.0,300.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,1216.282,1216.282,0.0,0.0,0.0,,,0.0,0.0,,2.427,0.02,8.43,0.923,0.02,150.0,150.0,45.255,0.107,32.0
jfrolich,183,16,15,8,0.533,9.834,0.047,36.587,0.923,0.796,12.2,4.0,28.13,0.732,6.0,3.133,2.0,3.159,0.428,1.5,5.083,1.0,8.859,0.654,3.0,23.478,0.0,119.387,0.892,0.877,26.988,2.035,48.494,0.763,26.123,12.002,0.046,41.298,0.915,0.873,11.438,9.0,12.915,0.464,7.75
notherdev,138,10,4,4,1.0,10.162,0.155,39.49,0.906,2.523,34.5,19.5,44.411,0.572,43.0,4.5,4.5,3.109,0.333,4.0,3.0,2.0,5.073,0.508,2.0,20.277,0.011,88.176,0.896,1.644,10.208,0.114,24.695,0.851,3.878,4.408,0.105,13.751,0.877,1.283,13.8,9.0,16.457,0.551,13.0
cexbrayat,220,13,17,5,0.294,4.281,0.026,11.452,0.864,1.602,12.941,5.0,19.572,0.616,10.0,3.647,3.0,2.999,0.395,1.0,2.418,2.0,2.05,0.371,1.0,1.574,0.0,7.958,0.918,0.04,8.825,2.038,14.984,0.737,12.928,4.59,0.023,11.93,0.856,2.065,16.923,14.0,13.494,0.41,14.0
vincent-tr,88,7,12,3,0.25,21.033,0.111,71.208,0.886,9.944,7.333,5.0,9.119,0.489,4.5,1.917,2.0,0.793,0.214,1.25,3.826,2.0,4.868,0.434,2.0,20.61,0.002,50.832,0.842,4.001,61.629,16.655,129.31,0.773,45.706,31.738,0.004,105.689,0.911,0.813,12.571,1.0,20.46,0.669,12.5
cla-checker-service[bot],174,1,60,2,0.033,12.206,6.559,14.993,0.589,15.808,2.9,1.0,5.856,0.554,1.25,1.0,1.0,0.0,0.0,0.0,1.115,1.0,0.424,0.097,0.0,0.758,0.0,4.046,0.624,0.0,12.861,7.253,15.39,0.575,15.545,,,0.0,0.0,,174.0,174.0,0.0,0.0,0.0
needle-bot,21,1,1,1,1.0,34.663,23.202,48.259,0.623,28.125,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,693.269,693.269,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,21.0,21.0,0.0,0.0,0.0
rustbot,74,3,6,1,0.167,0.505,0.226,0.638,0.609,0.755,12.333,4.0,19.49,0.653,10.0,1.5,1.0,0.837,0.241,0.75,2.467,1.0,2.193,0.42,2.0,0.62,0.0,1.164,0.494,0.723,0.631,0.342,0.689,0.553,0.864,0.412,0.292,0.347,0.412,0.584,24.667,2.0,40.129,0.631,35.0
vorce,5,3,4,3,0.75,227.399,250.147,175.37,0.369,190.119,1.25,1.0,0.5,0.15,0.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.399,250.147,175.37,0.369,190.119,154.719,154.719,217.997,0.498,154.147,1.667,1.0,1.155,0.267,1.0
googlegenius,86,14,7,4,0.571,17.003,0.012,55.07,0.909,0.271,12.286,2.0,15.892,0.605,18.5,3.286,1.0,4.03,0.509,2.5,5.059,3.0,4.854,0.486,6.0,17.275,0.017,64.476,0.892,0.544,71.971,32.65,91.238,0.614,76.136,19.174,0.009,59.007,0.901,0.146,6.143,2.0,6.701,0.542,10.5
jfontan,19,8,4,4,1.0,95.084,0.377,295.828,0.879,37.821,4.75,2.5,5.56,0.487,3.75,2.25,2.5,0.957,0.194,1.25,3.167,2.0,3.869,0.465,0.75,56.303,0.007,102.233,0.5,63.435,274.739,40.565,548.348,0.731,12.608,142.503,17.777,357.617,0.814,52.829,2.375,1.0,2.774,0.454,1.25
blathers-crl[bot],237,6,1,1,1.0,0.06,0.0,0.256,0.894,0.0,237.0,237.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,237.0,237.0,0.0,0.0,0.0,14.16,14.16,0.0,0.0,0.0,,,0.0,0.0,,0.073,0.0,0.259,0.881,0.001,39.5,22.0,47.673,0.508,23.25
nilbot,53,6,42,35,0.833,40.735,4.817,84.636,0.781,30.475,1.262,1.0,1.014,0.195,0.0,1.119,1.0,0.55,0.102,0.0,1.128,1.0,0.448,0.105,0.0,1.364,0.0,8.224,0.682,0.0,44.655,6.348,89.108,0.77,36.083,14.867,1.171,25.741,0.745,17.487,8.833,2.5,14.372,0.607,3.25
mikedanese,12,6,8,7,0.875,165.413,134.964,196.627,0.574,167.573,1.5,1.0,1.069,0.271,0.25,1.25,1.0,0.463,0.15,0.25,1.2,1.0,0.632,0.15,0.0,19.18,0.0,60.654,0.0,0.0,180.86,134.964,211.118,0.562,169.301,79.341,49.747,78.55,0.505,121.277,2.0,2.0,1.095,0.25,2.0
portellaa,94,12,15,8,0.533,20.42,0.128,52.928,0.857,12.769,6.267,2.0,9.308,0.601,7.5,2.733,1.0,2.492,0.436,2.5,2.541,1.0,3.679,0.499,1.0,7.036,0.0,29.521,0.86,0.096,45.521,17.065,76.555,0.732,46.012,23.548,0.28,57.302,0.836,20.654,7.833,6.5,7.396,0.475,7.75
guanqun,5,4,2,2,1.0,2.941,0.04,5.825,0.745,2.951,2.5,2.5,0.707,0.1,0.5,2.0,2.0,0.0,0.0,0.0,1.25,1.0,0.5,0.15,0.25,2.92,0.0,5.839,0.0,2.92,0.028,0.019,0.03,0.458,0.029,0.028,0.019,0.03,0.458,0.029,1.25,1.0,0.5,0.15,0.25
alexscorey,240,7,1,1,1.0,3.002,0.069,11.939,0.901,0.659,240.0,240.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,240.0,240.0,0.0,0.0,0.0,717.506,717.506,0.0,0.0,0.0,,,0.0,0.0,,3.403,0.057,13.479,0.898,0.841,34.286,20.0,24.288,0.325,23.0
bradymholt,28,10,8,4,0.5,50.685,0.094,104.27,0.792,84.127,3.5,2.0,3.423,0.438,2.0,2.125,1.5,1.727,0.36,1.25,2.154,1.0,1.864,0.39,1.0,7.16,0.0,25.619,0.797,0.018,106.286,86.147,137.491,0.605,164.436,58.967,0.106,118.022,0.784,82.158,2.8,2.0,2.3,0.4,2.75
livingdocs-automation,214,4,2,1,0.5,1.209,0.021,5.05,0.894,0.214,107.0,107.0,149.907,0.495,106.0,2.5,2.5,2.121,0.3,1.5,71.333,45.0,86.558,0.52,83.5,85.72,67.081,96.4,0.239,95.039,0.172,0.172,0.115,0.237,0.081,1.625,0.026,6.213,0.892,0.362,53.5,43.5,57.599,0.507,75.5
jina-bot,284,4,5,2,0.4,7.584,4.755,8.054,0.556,10.21,56.8,36.0,62.311,0.532,82.0,1.6,1.0,1.342,0.3,0.0,1.932,1.0,1.451,0.345,1.0,8.094,0.0,18.668,0.557,8.992,6.55,5.406,5.956,0.49,8.059,4.753,1.163,7.696,0.669,4.245,71.0,8.5,127.35,0.681,66.5
ruebot,35,8,14,9,0.643,60.7,22.991,103.919,0.696,70.569,2.5,1.0,2.682,0.459,1.0,1.5,1.0,1.345,0.289,0.0,1.591,1.0,1.593,0.323,0.0,8.583,0.0,31.454,0.624,0.0,89.285,45.898,121.206,0.591,91.16,78.129,29.883,120.998,0.66,97.747,4.375,3.0,5.263,0.482,1.75
djeada,265,8,27,4,0.148,3.202,0.1,15.914,0.918,0.517,9.815,6.0,10.902,0.546,10.5,1.296,1.0,0.669,0.188,0.0,3.487,1.0,5.491,0.571,3.0,1.978,0.0,7.335,0.787,0.191,9.267,0.411,28.728,0.861,3.846,15.104,0.557,39.689,0.851,7.241,33.125,1.5,77.163,0.811,9.75
aahlenst,168,5,6,4,0.667,11.056,6.476,15.464,0.647,14.745,28.0,3.0,60.342,0.772,7.0,1.833,1.0,1.602,0.348,0.75,5.091,2.0,6.439,0.585,5.0,41.25,0.003,69.73,0.529,48.621,15.161,11.727,15.596,0.492,16.614,11.41,5.415,14.056,0.624,17.602,33.6,4.0,56.096,0.681,26.0
tibetsprague,253,15,11,7,0.636,8.178,0.084,24.023,0.876,1.454,23.0,7.0,38.91,0.706,15.5,3.909,3.0,4.134,0.478,2.5,3.833,3.0,4.014,0.475,3.75,14.957,0.068,39.038,0.781,11.2,16.516,1.162,30.09,0.765,23.523,11.765,0.402,29.328,0.83,7.586,16.867,10.0,20.082,0.56,17.5
fax4ever,279,10,15,5,0.333,3.837,0.936,8.087,0.753,2.927,18.6,5.0,28.745,0.652,18.5,2.333,3.0,1.175,0.255,2.0,2.514,1.0,2.866,0.458,1.5,5.442,0.0,15.364,0.754,1.692,4.206,0.851,8.461,0.768,2.832,3.066,0.294,6.973,0.8,1.822,27.9,10.5,58.777,0.709,15.25
libotony,231,13,16,6,0.375,1.806,0.06,9.918,0.923,0.305,14.438,2.0,28.334,0.733,10.75,2.562,1.0,2.683,0.462,2.25,2.538,2.0,2.6,0.434,2.0,1.114,0.0,4.654,0.852,0.156,3.488,0.118,15.334,0.918,0.579,2.18,0.066,11.448,0.926,0.312,17.769,11.0,20.266,0.557,24.0
codesandbox[bot],300,1,169,98,0.58,0.103,0.056,0.129,0.587,0.131,1.775,1.0,2.278,0.365,1.0,1.0,1.0,0.0,0.0,0.0,1.21,1.0,0.756,0.161,0.0,0.007,0.0,0.038,0.673,0.0,0.118,0.071,0.135,0.553,0.146,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0
plural-renovate[bot],279,6,25,1,0.04,0.297,0.003,0.825,0.868,0.093,11.16,2.0,23.234,0.733,6.0,1.36,1.0,1.114,0.24,0.0,3.623,1.0,4.531,0.553,2.0,0.113,0.0,0.911,0.914,0.02,0.973,0.594,1.015,0.525,1.13,0.195,0.001,0.44,0.84,0.012,46.5,7.5,98.754,0.744,2.5
thecodingrobot,11,4,10,10,1.0,158.711,73.46,178.279,0.571,254.483,1.1,1.0,0.316,0.082,0.0,1.1,1.0,0.316,0.082,0.0,1.1,1.0,0.316,0.082,0.0,0.25,0.0,0.791,0.0,0.0,176.068,77.366,179.909,0.526,244.01,50.23,60.527,33.613,0.302,32.258,2.75,1.5,2.872,0.432,2.25
zsxwing,7,6,2,2,1.0,89.796,17.056,164.845,0.738,72.383,3.5,3.5,2.121,0.214,1.5,3.0,3.0,1.414,0.167,1.0,3.5,3.5,2.121,0.214,1.5,269.24,269.24,380.753,0.5,269.233,0.296,0.296,0.0,0.0,0.0,89.796,17.056,164.845,0.738,72.383,1.167,1.0,0.408,0.119,0.0
dhis2-bot,253,9,34,2,0.059,0.503,0.004,2.507,0.92,0.11,7.441,4.5,9.066,0.502,4.0,2.382,2.0,1.415,0.312,2.0,2.126,2.0,1.549,0.346,2.0,0.094,0.0,0.389,0.855,0.004,0.979,0.021,3.606,0.901,0.213,0.5,0.002,2.165,0.918,0.049,28.111,16.0,35.995,0.54,20.0
shawnbot,48,2,48,42,0.875,44.552,0.259,102.698,0.819,38.538,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.552,0.259,102.698,0.819,38.538,9.902,9.902,13.889,0.496,9.821,24.0,24.0,32.527,0.479,23.0
gputester,198,6,21,4,0.19,9.86,0.003,26.663,0.883,1.417,9.429,8.0,9.042,0.47,9.0,2.429,3.0,1.076,0.218,2.0,2.225,1.0,2.109,0.371,2.0,3.254,0.0,21.099,0.947,0.003,18.781,1.259,33.093,0.77,22.918,4.552,0.003,16.133,0.927,0.141,33.0,22.5,31.388,0.468,51.5
magro,91,8,4,4,1.0,18.13,0.02,90.376,0.94,0.136,22.75,6.5,34.989,0.613,23.25,3.5,2.5,3.109,0.393,2.5,10.111,2.0,16.313,0.674,5.0,72.224,0.017,153.05,0.722,0.313,122.707,0.048,283.477,0.821,63.925,21.327,0.02,98.108,0.93,0.094,11.375,6.0,12.432,0.51,10.75
timidrobot,194,12,21,7,0.333,2.571,0.026,10.565,0.93,0.168,9.238,2.0,12.806,0.626,12.0,3.333,1.0,3.006,0.454,5.0,2.694,2.0,1.926,0.365,2.0,0.772,0.0,3.871,0.912,0.096,6.207,0.157,16.419,0.867,1.539,2.987,0.025,11.379,0.923,0.173,16.167,12.0,13.816,0.449,17.75
atlantisbot,270,6,1,1,1.0,0.367,0.0,2.299,0.962,0.001,270.0,270.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,270.0,270.0,0.0,0.0,0.0,98.787,98.787,0.0,0.0,0.0,,,0.0,0.0,,0.376,0.0,2.364,0.964,0.001,45.0,40.0,19.748,0.204,7.5
ondrazizka,36,9,7,7,1.0,50.306,0.019,120.619,0.858,2.275,5.143,1.0,10.09,0.667,1.0,1.857,1.0,1.864,0.374,0.5,3.6,1.0,6.24,0.6,1.0,15.298,0.0,48.06,0.745,0.192,178.637,147.36,184.77,0.53,228.646,48.059,0.013,103.337,0.827,23.107,4.0,3.0,4.093,0.481,3.0
posva,248,17,58,20,0.345,2.945,0.033,8.455,0.875,0.711,4.276,1.0,10.132,0.671,1.75,1.948,1.0,1.923,0.39,1.0,2.195,1.0,2.699,0.436,1.0,0.887,0.0,3.69,0.838,0.008,5.599,0.268,11.518,0.795,5.006,3.659,0.04,9.701,0.861,1.488,14.588,10.0,15.601,0.508,20.0
koba04,78,11,17,6,0.353,26.04,0.348,64.722,0.835,23.846,4.588,2.0,6.681,0.578,5.0,2.412,2.0,1.698,0.359,3.0,2.438,1.0,2.699,0.444,1.25,9.73,0.0,46.895,0.891,0.123,54.635,12.904,93.526,0.729,49.284,31.419,0.438,73.99,0.825,24.488,7.091,6.0,6.057,0.408,4.0
patkamin,234,10,6,3,0.5,4.618,0.153,17.446,0.906,0.948,39.0,11.5,50.458,0.595,70.25,3.167,2.5,2.137,0.325,1.75,3.25,2.0,4.281,0.499,3.0,6.145,0.077,18.563,0.815,1.349,8.923,0.449,25.633,0.86,2.799,7.381,0.349,22.627,0.875,1.864,23.4,7.0,34.007,0.649,20.5
jtratner,28,8,2,2,1.0,42.619,0.02,193.1,0.945,0.082,14.0,14.0,15.556,0.393,11.0,4.0,4.0,1.414,0.125,1.0,14.0,14.0,15.556,0.393,11.0,74.275,74.275,59.612,0.284,42.152,1002.175,1002.175,0.0,0.0,0.0,76.616,0.02,257.803,0.891,0.138,3.5,1.0,6.279,0.598,1.0
nojimage,119,9,14,6,0.429,17.137,0.062,94.986,0.965,0.207,8.5,6.5,6.802,0.434,11.75,3.143,3.0,1.916,0.328,2.75,3.719,1.0,4.503,0.543,4.0,0.714,0.0,2.277,0.729,0.222,64.492,0.241,179.001,0.887,5.662,15.641,0.037,75.175,0.954,0.137,13.222,3.0,21.44,0.633,6.0
achingbrain,220,13,11,6,0.545,0.225,0.0,1.441,0.929,0.032,20.0,7.0,32.994,0.676,8.5,4.455,3.0,2.945,0.349,4.5,5.946,3.0,10.475,0.625,3.0,0.731,0.009,3.186,0.883,0.09,0.618,0.128,2.275,0.826,0.23,0.108,0.0,0.387,0.851,0.037,16.923,11.0,21.113,0.593,11.0
dylhunn,178,10,4,3,0.75,4.892,0.011,19.994,0.93,0.092,44.5,7.5,78.573,0.697,50.0,3.25,1.5,3.862,0.481,2.75,7.417,1.0,20.201,0.76,2.0,21.14,0.0,64.294,0.789,0.41,15.59,0.176,36.542,0.822,12.92,4.148,0.011,18.41,0.937,0.075,17.8,10.5,19.048,0.531,19.5
angular-automatic-lock-bot[bot],300,2,5,1,0.2,0.562,0.0,3.634,0.974,0.0,60.0,31.0,92.868,0.632,28.0,1.6,2.0,0.548,0.15,1.0,12.0,5.0,16.307,0.604,9.0,0.963,0.001,4.798,0.949,0.002,5.998,0.001,10.612,0.739,5.99,0.581,0.0,3.702,0.972,0.0,150.0,150.0,33.941,0.08,24.0
gitguardian[bot],296,1,193,185,0.959,0.195,0.111,0.227,0.554,0.212,1.534,1.0,1.203,0.283,1.0,1.0,1.0,0.0,0.0,0.0,1.08,1.0,0.354,0.07,0.0,0.005,0.0,0.026,0.503,0.0,0.206,0.123,0.232,0.543,0.224,,,0.0,0.0,,296.0,296.0,0.0,0.0,0.0
request-info[bot],187,2,43,29,0.674,8.169,3.679,10.458,0.603,11.392,4.349,1.0,8.168,0.628,4.0,1.093,1.0,0.294,0.077,0.0,1.385,1.0,1.058,0.242,0.0,1.131,0.0,4.768,0.688,0.0,10.199,6.627,11.072,0.531,14.128,12.406,9.029,13.571,0.517,14.541,93.5,93.5,82.731,0.313,58.5
rails-bot[bot],35,2,1,1,1.0,21.546,12.643,23.194,0.527,24.679,35.0,35.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0,732.548,732.548,0.0,0.0,0.0,,,0.0,0.0,,16.362,5.538,25.009,0.651,16.914,17.5,17.5,7.778,0.157,5.5
spatie-bot,149,4,71,1,0.014,14.101,0.003,29.196,0.815,23.986,2.099,1.0,3.117,0.431,1.0,1.197,1.0,0.467,0.14,0.0,1.192,1.0,0.631,0.146,0.0,1.152,0.0,7.375,0.812,0.0,15.669,0.003,31.193,0.808,23.987,12.888,0.003,24.093,0.784,23.96,37.25,29.5,40.426,0.498,58.75
arturt,237,14,12,7,0.583,7.947,0.082,40.103,0.943,0.305,19.75,2.0,52.939,0.823,4.0,2.833,1.0,3.538,0.5,2.0,7.406,2.0,13.576,0.688,6.0,26.397,0.0,89.391,0.8,1.884,33.249,0.329,95.46,0.864,14.298,11.017,0.084,50.024,0.928,0.459,16.929,5.5,31.861,0.695,8.75
humanalgorithm,48,7,4,2,0.5,39.723,0.061,90.432,0.836,20.429,12.0,13.0,8.246,0.312,5.0,2.75,2.5,1.708,0.295,1.75,4.8,5.5,3.12,0.338,3.75,32.289,2.653,47.588,0.612,64.106,171.565,146.844,139.091,0.399,93.362,95.782,72.117,123.642,0.619,134.374,6.857,3.0,11.539,0.571,1.0
matts-bot[bot],13,2,1,1,1.0,20.909,0.113,32.821,0.657,31.491,13.0,13.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,250.909,250.909,0.0,0.0,0.0,,,0.0,0.0,,11.482,0.079,24.904,0.755,8.131,6.5,6.5,2.121,0.115,1.5
hoishin,88,9,9,6,0.667,23.708,0.422,60.747,0.854,11.228,9.778,7.0,12.05,0.571,12.0,1.889,1.0,1.364,0.327,1.0,7.333,6.0,8.172,0.509,5.5,77.927,8.017,133.242,0.616,69.997,102.496,105.458,99.698,0.504,151.842,56.422,0.179,102.752,0.772,64.232,9.778,2.0,22.632,0.735,0.0
davidism,212,12,14,5,0.357,0.689,0.009,2.791,0.918,0.072,15.143,5.0,23.926,0.649,10.25,3.786,2.5,2.694,0.349,4.0,7.571,3.0,13.704,0.66,2.25,2.271,0.001,7.073,0.87,0.075,3.028,0.281,5.952,0.791,1.917,0.779,0.003,3.033,0.917,0.074,17.667,13.5,16.795,0.498,22.75
johnsoncodehk,238,12,18,11,0.611,1.39,0.082,4.532,0.871,0.491,13.222,2.0,34.422,0.803,2.0,2.444,1.5,2.975,0.447,1.0,3.26,1.0,4.908,0.543,2.0,3.349,0.0,12.256,0.827,0.245,1.181,0.21,3.71,0.801,0.82,1.5,0.066,4.855,0.879,0.322,19.833,10.5,31.671,0.577,13.75
gatsbot[bot],6,1,2,1,0.5,143.852,5.389,197.975,0.625,300.246,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.852,5.389,197.975,0.625,300.246,,,0.0,0.0,,6.0,6.0,0.0,0.0,0.0
cdepillabout,52,13,13,6,0.462,38.703,11.853,70.716,0.746,44.191,4.0,2.0,4.583,0.509,3.0,2.077,1.0,1.656,0.365,1.0,2.0,1.0,3.162,0.439,0.75,11.664,0.0,35.728,0.658,0.001,66.823,21.274,91.157,0.637,91.337,44.978,14.556,76.824,0.722,44.682,4.0,4.0,3.136,0.393,3.0
cow-bot,238,4,4,1,0.25,8.274,0.264,24.479,0.874,1.448,59.5,26.5,86.412,0.63,84.0,2.25,2.0,1.5,0.306,2.25,8.815,2.0,12.788,0.635,10.5,51.502,0.162,105.675,0.699,45.488,21.942,4.202,39.593,0.727,25.719,10.607,0.201,30.44,0.88,1.301,59.5,37.0,72.909,0.553,70.5
koreno,18,9,3,2,0.667,98.854,0.067,165.515,0.738,181.402,6.0,6.0,3.0,0.222,3.0,3.667,3.0,2.082,0.242,2.0,3.6,3.0,1.949,0.267,2.0,115.843,0.222,175.927,0.593,181.451,275.326,284.327,191.815,0.334,182.47,106.914,0.076,167.696,0.697,195.907,2.0,1.0,2.345,0.42,0.0
geekcomputers,21,1,1,1,1.0,96.562,49.622,160.688,0.694,87.332,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,1931.232,1931.232,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,21.0,21.0,0.0,0.0,0.0
l3robot,5,2,5,4,0.8,356.423,142.143,539.493,0.649,492.384,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.423,142.143,539.493,0.649,492.384,572.761,572.761,804.18,0.496,568.641,2.5,2.5,2.121,0.3,1.5
sebmarkbage,241,9,3,3,1.0,2.99,0.143,14.098,0.885,0.899,80.333,105.0,69.371,0.365,66.0,3.333,2.0,3.215,0.4,3.0,2.231,1.0,1.842,0.391,2.0,3.524,0.0,11.911,0.809,0.274,3.15,0.168,19.407,0.903,0.954,3.488,0.156,16.001,0.886,0.98,26.778,25.0,23.161,0.404,11.0
bernardo-mg,270,7,12,2,0.167,1.787,0.054,7.065,0.921,0.177,22.5,1.5,40.453,0.744,21.5,2.583,1.0,2.234,0.411,3.5,4.03,2.0,5.268,0.534,4.0,4.864,0.005,14.32,0.83,0.575,2.345,0.135,5.202,0.829,0.606,0.907,0.016,4.279,0.941,0.066,38.571,20.0,64.143,0.606,7.0
pirate-bot,225,6,15,1,0.067,1.396,0.012,5.711,0.911,0.294,15.0,12.0,18.701,0.482,11.0,2.8,3.0,1.265,0.232,1.5,2.711,1.0,5.507,0.548,1.0,1.121,0.0,6.418,0.882,0.005,2.679,0.338,7.776,0.821,1.746,2.008,0.004,7.132,0.879,0.897,37.5,9.0,59.119,0.679,41.75
sytac-bot,300,3,4,1,0.25,5.061,0.0,87.486,0.992,0.0,75.0,74.5,81.988,0.475,141.5,2.75,3.0,0.5,0.068,0.25,75.0,74.5,81.988,0.475,141.5,0.01,0.01,0.01,0.457,0.017,504.419,0.451,873.262,0.666,756.372,137.569,0.001,456.104,0.875,0.016,100.0,4.0,167.144,0.644,145.0
sambego,82,8,8,4,0.5,23.951,0.182,107.471,0.918,1.554,10.25,3.5,14.32,0.607,12.25,2.375,2.0,1.685,0.336,2.0,4.1,2.5,6.561,0.533,3.0,11.118,0.001,35.251,0.86,0.71,90.403,21.082,210.592,0.762,79.755,40.53,0.094,154.87,0.904,19.104,10.25,2.0,19.955,0.71,6.0
cheminfo-bot,219,6,19,2,0.105,3.439,0.053,6.491,0.783,3.615,11.526,10.0,11.147,0.472,8.0,3.842,5.0,1.608,0.216,2.0,3.174,2.0,3.387,0.452,3.0,4.68,0.001,16.392,0.859,0.424,6.277,4.775,5.44,0.479,9.441,1.199,0.001,3.182,0.866,0.266,36.5,26.0,38.847,0.438,3.75
analysis-bot,300,1,1,1,1.0,2.2,0.756,5.029,0.724,2.087,300.0,300.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,300.0,300.0,0.0,0.0,0.0,657.782,657.782,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,300.0,300.0,0.0,0.0,0.0
terinjokes,126,15,73,65,0.89,16.917,0.716,27.245,0.73,23.044,1.726,1.0,3.047,0.399,0.0,1.274,1.0,1.031,0.201,0.0,1.482,1.0,1.453,0.294,0.0,0.867,0.0,4.822,0.817,0.0,24.296,14.733,30.31,0.626,35.152,19.148,7.547,27.272,0.684,23.619,8.4,2.0,15.319,0.674,4.5
